[OVERALL], RunTime(ms), 140006.0
[OVERALL], Throughput(ops/sec), 394.14025113209436
[TOTAL_GCS_Copy], Count, 179.0
[TOTAL_GC_TIME_Copy], Time(ms), 308.0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.21999057183263573
[TOTAL_GCS_MarkSweepCompact], Count, 3.0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 86.0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.06142593888833336
[TOTAL_GCs], Count, 182.0
[TOTAL_GC_TIME], Time(ms), 394.0
[TOTAL_GC_TIME_%], Time(%), 0.2814165107209691
[READ], Operations, 27848.0
[READ], AverageLatency(us), 2130.9683280666477
[READ], MinLatency(us), 578.0
[READ], MaxLatency(us), 22959.0
[READ], 95thPercentileLatency(us), 3395.0
[READ], 99thPercentileLatency(us), 9007.0
[READ], Return=OK, 27848
[CLEANUP], Operations, 2.0
[CLEANUP], AverageLatency(us), 2.5
[CLEANUP], MinLatency(us), 1.0
[CLEANUP], MaxLatency(us), 4.0
[CLEANUP], 95thPercentileLatency(us), 4.0
[CLEANUP], 99thPercentileLatency(us), 4.0
[UPDATE], Operations, 28334.0
[UPDATE], AverageLatency(us), 2894.446283616856
[UPDATE], MinLatency(us), 1819.0
[UPDATE], MaxLatency(us), 85823.0
[UPDATE], 95thPercentileLatency(us), 5099.0
[UPDATE], 99thPercentileLatency(us), 10879.0
[UPDATE], Return=OK, 28334
