[OVERALL], RunTime(ms), 60003.0
[OVERALL], Throughput(ops/sec), 339.3330333483326
[TOTAL_GCS_Copy], Count, 99.0
[TOTAL_GC_TIME_Copy], Time(ms), 211.0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.35164908421245605
[TOTAL_GCS_MarkSweepCompact], Count, 3.0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 86.0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.14332616702498208
[TOTAL_GCs], Count, 102.0
[TOTAL_GC_TIME], Time(ms), 297.0
[TOTAL_GC_TIME_%], Time(%), 0.4949752512374382
[READ], Operations, 6620.0
[READ], AverageLatency(us), 2277.1826283987916
[READ], MinLatency(us), 560.0
[READ], MaxLatency(us), 26559.0
[READ], 95thPercentileLatency(us), 4843.0
[READ], 99thPercentileLatency(us), 11319.0
[READ], Return=OK, 6620
[CLEANUP], Operations, 2.0
[CLEANUP], AverageLatency(us), 3.0
[CLEANUP], MinLatency(us), 1.0
[CLEANUP], MaxLatency(us), 5.0
[CLEANUP], 95thPercentileLatency(us), 5.0
[CLEANUP], 99thPercentileLatency(us), 5.0
[UPDATE], Operations, 14741.0
[UPDATE], AverageLatency(us), 3187.933247405196
[UPDATE], MinLatency(us), 1859.0
[UPDATE], MaxLatency(us), 119423.0
[UPDATE], 95thPercentileLatency(us), 6643.0
[UPDATE], 99thPercentileLatency(us), 13703.0
[UPDATE], Return=OK, 14741
