[OVERALL], RunTime(ms), 80002.0
[OVERALL], Throughput(ops/sec), 358.99102522436937
[TOTAL_GCS_Copy], Count, 126.0
[TOTAL_GC_TIME_Copy], Time(ms), 234.0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.29249268768280795
[TOTAL_GCS_MarkSweepCompact], Count, 3.0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 94.0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.11749706257343567
[TOTAL_GCs], Count, 129.0
[TOTAL_GC_TIME], Time(ms), 328.0
[TOTAL_GC_TIME_%], Time(%), 0.4099897502562436
[READ], Operations, 12106.0
[READ], AverageLatency(us), 2270.388898067074
[READ], MinLatency(us), 527.0
[READ], MaxLatency(us), 64031.0
[READ], 95thPercentileLatency(us), 4471.0
[READ], 99thPercentileLatency(us), 10879.0
[READ], Return=OK, 12106
[CLEANUP], Operations, 2.0
[CLEANUP], AverageLatency(us), 3.5
[CLEANUP], MinLatency(us), 2.0
[CLEANUP], MaxLatency(us), 5.0
[CLEANUP], 95thPercentileLatency(us), 5.0
[CLEANUP], 99thPercentileLatency(us), 5.0
[UPDATE], Operations, 17614.0
[UPDATE], AverageLatency(us), 3086.3110593845804
[UPDATE], MinLatency(us), 1819.0
[UPDATE], MaxLatency(us), 30927.0
[UPDATE], 95thPercentileLatency(us), 6179.0
[UPDATE], 99thPercentileLatency(us), 12039.0
[UPDATE], Return=OK, 17614
