[OVERALL], RunTime(ms), 120004.0
[OVERALL], Throughput(ops/sec), 265.2994900169994
[TOTAL_GCS_Copy], Count, 140.0
[TOTAL_GC_TIME_Copy], Time(ms), 264.0
[TOTAL_GC_TIME_%_Copy], Time(%), 0.21999266691110297
[TOTAL_GCS_MarkSweepCompact], Count, 3.0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 81.0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.0674977500749975
[TOTAL_GCs], Count, 143.0
[TOTAL_GC_TIME], Time(ms), 345.0
[TOTAL_GC_TIME_%], Time(%), 0.28749041698610045
[READ], Operations, 6261.0
[READ], AverageLatency(us), 3083.332055582175
[READ], MinLatency(us), 1477.0
[READ], MaxLatency(us), 81919.0
[READ], 95thPercentileLatency(us), 6491.0
[READ], 99thPercentileLatency(us), 12279.0
[READ], Return=OK, 6261
[CLEANUP], Operations, 1.0
[CLEANUP], AverageLatency(us), 4.0
[CLEANUP], MinLatency(us), 4.0
[CLEANUP], MaxLatency(us), 4.0
[CLEANUP], 95thPercentileLatency(us), 4.0
[CLEANUP], 99thPercentileLatency(us), 4.0
[UPDATE], Operations, 25576.0
[UPDATE], AverageLatency(us), 3906.739404128871
[UPDATE], MinLatency(us), 2033.0
[UPDATE], MaxLatency(us), 22703.0
[UPDATE], 95thPercentileLatency(us), 7955.0
[UPDATE], 99thPercentileLatency(us), 13175.0
[UPDATE], Return=OK, 25576
