[OVERALL], RunTime(ms), 10003.0
[OVERALL], Throughput(ops/sec), 370.2889133260022
[TOTAL_GCS_Copy], Count, 70.0
[TOTAL_GC_TIME_Copy], Time(ms), 165.0
[TOTAL_GC_TIME_%_Copy], Time(%), 1.6495051484554633
[TOTAL_GCS_MarkSweepCompact], Count, 3.0
[TOTAL_GC_TIME_MarkSweepCompact], Time(ms), 78.0
[TOTAL_GC_TIME_%_MarkSweepCompact], Time(%), 0.7797660701789463
[TOTAL_GCs], Count, 73.0
[TOTAL_GC_TIME], Time(ms), 243.0
[TOTAL_GC_TIME_%], Time(%), 2.4292712186344096
[READ], Operations, 3551
[READ], AverageLatency(us), 2374.4998591945932
[READ], MinLatency(us), 1359
[READ], MaxLatency(us), 22546
[READ], Return=OK, 3551
[READ], 0, 3364.75
[READ], 100, 2897.866666666667
[READ], 200, 2559.153846153846
[READ], 300, 3107.5
[READ], 400, 2938.3846153846152
[READ], 500, 2823.9285714285716
[READ], 600, 1974.45
[READ], 700, 2215.5833333333335
[READ], 800, 2737.846153846154
[READ], 900, 3549.3076923076924
[READ], 1000, 2771.8333333333335
[READ], 1100, 3162.214285714286
[READ], 1200, 3473.3636363636365
[READ], 1300, 3302.6
[READ], 1400, 2922.153846153846
[READ], 1500, 2413.25
[READ], 1600, 2121.8571428571427
[READ], 1700, 2550.6666666666665
[READ], 1800, 2477.0588235294117
[READ], 1900, 2349.3125
[READ], 2000, 2293.5625
[READ], 2100, 2360.2
[READ], 2200, 2173.6
[READ], 2300, 2708.5
[READ], 2400, 3124.9166666666665
[READ], 2500, 4665.461538461538
[READ], 2600, 2500.15
[READ], 2700, 2941.75
[READ], 2800, 2513.25
[READ], 2900, 2289.6153846153848
[READ], 3000, 2306.8888888888887
[READ], 3100, 2109.285714285714
[READ], 3200, 2727.3478260869565
[READ], 3300, 2797.8947368421054
[READ], 3400, 3201.133333333333
[READ], 3500, 1920.9375
[READ], 3600, 2076.0526315789475
[READ], 3700, 2005.4545454545455
[READ], 3800, 2485.3333333333335
[READ], 3900, 2818.823529411765
[READ], 4000, 1960.55
[READ], 4100, 1768.5
[READ], 4200, 2024.25
[READ], 4300, 2066.6428571428573
[READ], 4400, 3051.8888888888887
[READ], 4500, 2582.0
[READ], 4600, 2165.8636363636365
[READ], 4700, 2103.1875
[READ], 4800, 2268.6190476190477
[READ], 4900, 2217.6363636363635
[READ], 5000, 2540.3333333333335
[READ], 5100, 2008.3
[READ], 5200, 1760.7916666666667
[READ], 5300, 2414.75
[READ], 5400, 2460.3636363636365
[READ], 5500, 2599.8125
[READ], 5600, 1678.095238095238
[READ], 5700, 1844.3214285714287
[READ], 5800, 1849.8823529411766
[READ], 5900, 2130.904761904762
[READ], 6000, 2562.470588235294
[READ], 6100, 2625.1875
[READ], 6200, 2656.4375
[READ], 6300, 1883.904761904762
[READ], 6400, 2385.5833333333335
[READ], 6500, 2027.1666666666667
[READ], 6600, 1679.7692307692307
[READ], 6700, 1812.1818181818182
[READ], 6800, 2125.733333333333
[READ], 6900, 2996.35
[READ], 7000, 2060.6470588235293
[READ], 7100, 3211.266666666667
[READ], 7200, 2262.277777777778
[READ], 7300, 1973.7857142857142
[READ], 7400, 2254.3809523809523
[READ], 7500, 2690.15
[READ], 7600, 3962.4285714285716
[READ], 7700, 3968.0833333333335
[READ], 7800, 3377.6666666666665
[READ], 7900, 7927.0
[READ], 8000, 6962.5
[READ], 8100, 2467.2
[READ], 8200, 8521.666666666666
[READ], 8300, 4354.8
[READ], 8400, 3432.5
[READ], 8500, 5871.272727272727
[READ], 8600, 2699.4444444444443
[READ], 8700, 3261.5625
[READ], 8800, 2165.4210526315787
[READ], 8900, 2405.230769230769
[READ], 9000, 1673.8095238095239
[READ], 9100, 2289.0
[READ], 9200, 2446.294117647059
[READ], 9300, 1670.0555555555557
[READ], 9400, 2275.68
[READ], 9500, 1703.4166666666667
[READ], 9600, 2309.222222222222
[READ], 9700, 1829.3
[READ], 9700, NaN
[READ], 172700, 3096.6666666666665
[READ], 172800, 3401.6666666666665
[READ], 172900, 1856.8666666666666
[READ], 173000, 2249.1666666666665
[READ], 173100, 1909.3478260869565
[READ], 173200, 1685.6666666666667
[READ], 173300, 1980.2307692307693
[READ], 173400, 2195.2631578947367
[READ], 173500, 1874.7368421052631
[READ], 173600, 2378.2380952380954
[READ], 173700, 2809.5
[READ], 173800, 2137.5882352941176
[READ], 173900, 2370.3333333333335
[READ], 174000, 2970.0588235294117
[READ], 174100, 2161.0476190476193
[READ], 174200, 1949.44
[READ], 174300, 1816.5263157894738
[READ], 174400, 1982.4285714285713
[READ], 174500, 1938.4814814814815
[READ], 174600, 1780.7307692307693
[READ], 174700, 2521.4
[READ], 174800, 2861.3571428571427
[READ], 174900, 2702.8125
