[OVERALL], RunTime(ms), 5003.0
[OVERALL], Throughput(ops/sec), 568.259044573256
[TOTAL_GCS_PS_Scavenge], Count, 10.0
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 99.0
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 1.9788127123725765
[TOTAL_GCS_PS_MarkSweep], Count, 3.0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 147.0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 2.938237057765341
[TOTAL_GCs], Count, 13.0
[TOTAL_GC_TIME], Time(ms), 246.0
[TOTAL_GC_TIME_%], Time(%), 4.917049770137917
[READ], Operations, 2600
[READ], AverageLatency(us), 1568.2092307692308
[READ], MinLatency(us), 925
[READ], MaxLatency(us), 57660
[READ], Return=OK, 2600
[READ], 0, 2317.009433962264
[READ], 500, 1790.5504587155963
[READ], 1000, 2167.1
[READ], 1500, 1720.0378787878788
[READ], 2000, 1660.5929203539822
[READ], 2500, 1636.4736842105262
[READ], 3000, 1668.2063492063492
[READ], 3500, 1644.5514705882354
[READ], 4000, 1493.6159420289855
[READ], 4500, 1347.7826086956522
[READ], 4500, NaN
[READ], 39000, 3511.0
[READ], 39500, 1910.0192307692307
[READ], 40000, 1431.7295597484276
[READ], 40500, 1584.938775510204
[READ], 41000, 1244.0236686390533
[READ], 41500, 1419.658536585366
[READ], 42000, 1203.46408839779
[READ], 42500, 1429.9285714285713
[READ], 43000, 1306.795321637427
[READ], 43500, 1339.1878787878788
[READ], 44000, 1852.0632911392406
[CLEANUP], Operations, 2
[CLEANUP], AverageLatency(us), 69.0
[CLEANUP], MinLatency(us), 65
[CLEANUP], MaxLatency(us), 73
[CLEANUP], 0, 73.0
[CLEANUP], 0, NaN
[CLEANUP], 39500, 65.0
[UPDATE], Operations, 2596
[UPDATE], AverageLatency(us), 2134.609784283513
[UPDATE], MinLatency(us), 1217
[UPDATE], MaxLatency(us), 128401
[UPDATE], Return=OK, 2596
[UPDATE], 0, 2872.574074074074
[UPDATE], 500, 2463.2601626016262
[UPDATE], 1000, 2744.24
[UPDATE], 1500, 2282.35593220339
[UPDATE], 2000, 2125.2721088435374
[UPDATE], 2500, 2518.125
[UPDATE], 3000, 2145.348484848485
[UPDATE], 3500, 2313.405172413793
[UPDATE], 4000, 1947.7254901960785
[UPDATE], 4500, 1866.658536585366
[UPDATE], 4500, NaN
[UPDATE], 39000, 6707.444444444444
[UPDATE], 39500, 2698.3669724770643
[UPDATE], 40000, 1818.5838926174497
[UPDATE], 40500, 1935.389705882353
[UPDATE], 41000, 1638.5459770114942
[UPDATE], 41500, 1790.4324324324325
[UPDATE], 42000, 1598.8870056497176
[UPDATE], 42500, 3165.4601769911505
[UPDATE], 43000, 1739.6898734177216
[UPDATE], 43500, 1711.4814814814815
[UPDATE], 44000, 2226.2714285714287
