
[OVERALL], RunTime(ms), 5000.0
[OVERALL], Throughput(ops/sec), 580.4
[TOTAL_GCS_PS_Scavenge], Count, 8.0
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 47.0
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.9400000000000001
[TOTAL_GCS_PS_MarkSweep], Count, 2.0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 57.0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 1.1400000000000001
[TOTAL_GCs], Count, 10.0
[TOTAL_GC_TIME], Time(ms), 104.0
[TOTAL_GC_TIME_%], Time(%), 2.08
[READ], Operations, 1467
[READ], AverageLatency(us), 1456.2269938650306
[READ], MinLatency(us), 1007
[READ], MaxLatency(us), 11731
[READ], Return=OK, 1467
[READ], 0, 1749.3174603174602
[READ], 500, 1378.5786163522012
[READ], 1000, 1318.5987261146497
[READ], 1500, 1430.8986486486488
[READ], 2000, 1278.0983606557377
[READ], 2500, 1492.277027027027
[READ], 3000, 1668.5190839694656
[READ], 3500, 1553.9183673469388
[READ], 4000, 1444.1503759398497
[READ], 4500, 1363.414814814815
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 59.0
[CLEANUP], MinLatency(us), 59
[CLEANUP], MaxLatency(us), 59
[CLEANUP], 0, 59.0
[UPDATE], Operations, 1435
[UPDATE], AverageLatency(us), 1950.6459930313588
[UPDATE], MinLatency(us), 1328
[UPDATE], MaxLatency(us), 68725
[UPDATE], Return=OK, 1435
[UPDATE], 0, 2877.0578512396696
[UPDATE], 500, 1767.3701298701299
[UPDATE], 1000, 1840.28125
[UPDATE], 1500, 1813.6477987421383
[UPDATE], 2000, 1821.344827586207
[UPDATE], 2500, 1932.0827586206897
[UPDATE], 3000, 1993.5323741007194
[UPDATE], 3500, 2100.6821705426355
[UPDATE], 4000, 1844.0
[UPDATE], 4500, 1690.3983050847457
